timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1786717800,Aug 14 2026 - 2:30pm,complete,N/A,Tractor Sazi,Paykan,N/A,1,0.00,0.00,3.00,1.50,2,0,2,2,2,0,"37,45","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.36,3.90,7.50,1.40,2.27,4.10,7.90,2.67,1.41,N/A
1786723200,Aug 14 2026 - 4:00pm,complete,N/A,Kheybar Khorramabad,Fajr Sepasi,N/A,1,0.00,0.00,0.50,2.00,1,1,2,1,0,1,"80","25",-1,-1,0,0,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.51,2.97,2.66,1.53,2.59,5.50,8.90,2.15,1.61,N/A
1786723200,Aug 14 2026 - 4:00pm,complete,N/A,Esteghlal,Mes Shahr-e Babak,N/A,1,0.00,0.00,3.00,0.50,4,0,4,1,1,0,"45'2,60,90,90'1","",-1,-1,1,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.26,4.55,11.50,1.25,1.82,2.88,5.20,2.40,1.50,Shahr-e Qods Stadium
1786725000,Aug 14 2026 - 4:30pm,complete,N/A,Chadormalu SC,Sepahan,N/A,1,0.00,0.00,0.00,1.50,0,2,2,0,0,0,"","76,90'6",-1,-1,0,0,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,3.60,2.95,2.04,1.45,2.45,4.50,0.00,2.00,1.67,N/A
1786725000,Aug 14 2026 - 4:30pm,complete,N/A,Esteghlal Khuzestan,Aluminium Arak,N/A,1,0.00,0.00,0.50,3.00,0,2,2,1,0,1,"","11,90'2",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.66,2.73,2.72,1.65,2.97,6.55,10.50,2.34,1.50,Ghadir Stadium
1786725900,Aug 14 2026 - 4:45pm,complete,N/A,Gol Gohar,Nassaji Mazandaran,N/A,1,0.00,0.00,3.00,0.50,1,0,1,0,0,0,"89","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.71,2.90,4.45,1.45,2.45,4.50,0.00,2.15,1.57,Imam Ali Stadium
1786809600,Aug 15 2026 - 4:00pm,complete,N/A,Shams Azar Qazvin,Persepolis,N/A,1,0.00,0.00,0.00,1.50,0,2,2,2,0,2,"","11,15",-1,-1,2,0,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,6.57,3.38,1.51,1.55,2.62,5.40,9.10,2.54,1.40,N/A
1786809600,Aug 15 2026 - 4:00pm,complete,N/A,Zob Ahan,Foolad,N/A,1,0.00,0.00,1.00,2.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,3.30,2.65,2.11,1.65,2.92,6.15,10.50,2.38,1.51,Folād Shahr Stadium
1786811400,Aug 15 2026 - 4:30pm,complete,N/A,Sanat Naft,Malavan,N/A,1,0.00,0.00,0.50,0.50,1,1,2,2,1,1,"8","41",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,4.20,2.75,1.81,1.62,2.85,5.60,9.90,2.40,1.50,N/A
1787067900,Aug 18 2026 - 3:45pm,complete,N/A,Nassaji Mazandaran,Esteghlal,N/A,2,0.00,0.00,0.00,2.00,0,1,1,0,0,0,"","82",-1,-1,1,0,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,4.60,3.10,1.75,1.45,2.45,5.10,9.10,2.15,1.57,Vatani Stadium
