timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1744189200,Apr 09 2025 - 9:00am,complete,N/A,Yassy Turkistan,Shakhter Karagandy,N/A,1,0.00,0.00,0.62,1.62,1,2,3,2,1,1,"37","20,83",0,11,0,0,0,0,0,0,0,0,6,20,3,5,3,15,9,14,35,65,0.00,0.00,0.81,2.20,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1744198200,Apr 09 2025 - 11:30am,complete,N/A,FC Caspiy,AKAS,N/A,1,0.00,0.00,2.46,1.15,3,1,4,3,2,1,"73,26,30","39",6,4,2,0,0,0,0,2,0,0,9,8,6,1,3,7,18,26,66,34,0.00,0.00,1.33,0.82,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadion Jas kanat
1744207200,Apr 09 2025 - 2:00pm,complete,N/A,Irtysh,Ekibastuz,N/A,1,0.00,0.00,2.38,1.00,4,0,4,1,1,0,"48,76,41,55","",6,2,0,0,0,0,0,0,0,0,22,4,8,0,14,4,8,10,52,48,0.00,0.00,2.43,0.44,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1744275600,Apr 10 2025 - 9:00am,complete,N/A,Taraz,Zhetisay,N/A,1,0.00,0.00,1.85,1.69,1,2,3,1,1,0,"39","86,79",1,9,1,0,2,0,0,1,0,2,9,10,2,5,7,5,14,13,50,50,0.00,0.00,1.03,1.36,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1744275600,Apr 10 2025 - 9:00am,complete,N/A,Akademiya Ontustik,Altay,N/A,1,0.00,0.00,1.38,2.15,0,2,2,0,0,0,"","80,90'1",6,6,0,0,2,0,0,0,1,1,5,9,1,2,4,7,26,13,53,47,0.00,0.00,0.67,1.01,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1744284600,Apr 10 2025 - 11:30am,complete,N/A,Khan Tengri,Aktobe Jas,N/A,1,0.00,0.00,1.08,0.62,2,0,2,0,0,0,"68,61","",2,6,-1,-1,-1,-1,-1,-1,-1,-1,19,10,15,6,4,4,-1,-1,50,50,0.00,0.00,2.60,1.35,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1744284600,Apr 10 2025 - 11:30am,complete,N/A,SD Family,Sport Academy Kairat,N/A,1,0.00,0.00,0.69,1.15,3,0,3,1,1,0,"36,80,61","",3,6,2,0,1,0,0,2,0,1,12,12,3,0,9,12,12,12,47,53,0.00,0.00,1.29,1.17,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,3.85,3.95,1.70,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1744880400,Apr 17 2025 - 9:00am,complete,N/A,Aktobe Jas,Irtysh,N/A,2,0.00,0.00,0.42,2.31,0,1,1,0,0,0,"","51",0,7,1,0,1,0,1,0,0,1,7,19,3,8,4,11,14,16,47,53,0.00,0.00,0.79,2.05,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1744880400,Apr 17 2025 - 9:00am,complete,N/A,Zhetisay,FC Caspiy,N/A,2,0.00,0.00,1.54,2.77,0,1,1,0,0,0,"","88",1,5,0,0,0,0,0,0,0,0,6,12,1,7,5,5,18,7,38,62,0.00,0.00,0.61,1.62,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,3.51,3.15,1.93,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1744889400,Apr 17 2025 - 11:30am,complete,N/A,Sport Academy Kairat,Khan Tengri,N/A,2,0.00,0.00,1.92,0.31,2,1,3,3,2,1,"17,7","35",2,3,2,0,1,0,1,1,1,0,16,9,4,3,12,6,13,13,52,48,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
